site_code,reef_name,lat,long,zone,region,sector,situation,depth_morph,geomorph,Harris_site,report_site
GBR156,Davies Reef,-18.83,147.63,Open,GBR,,,,,No,No
GBR159,Lynch's Reef,-18.73,147.72,Open,GBR,,,,,No,No
GBR161,Chicken Reef,-18.66,147.7,Open,GBR,,,,,No,No
GBR160,Chicken Reef East,-18.66,147.72,Open,GBR,,,,,No,No
GBR164,Grub Reef,-18.65,147.4,Open,GBR,,,,,No,No
CS1,Long Reef West,-19.3,152.24,Open,GBR,,,,,No,No
CS2,Brodie Cay NW,-19.28,152.21,Open,GBR,,,,,No,No
CS3,Brodie Cay SE,-19.28,152.22,Open,GBR,,,,,No,No
CS4,Paget Cay Bommie,-19.23,152.33,Open,GBR,,,,,No,No
CS6,Paget Cay South,-19.26,152.34,Open,GBR,,,,,No,No
CS7,Weather Station Inner Reef,-19.13,152.39,Open,GBR,,,,,No,No
CS10,NE Herald Cay SW,-16.95,149.18,Open,GBR,,,,,No,No
CS11,NE Herald Cay Central,-16.94,149.2,Open,GBR,,,,,No,No
CS12,NE Herald Bommie,-16.93,149.19,Open,GBR,,,,,No,No
CS13,NE Herald Back Reef,-16.93,149.2,Open,GBR,,,,,No,No
CS14,Chilcott South,-16.94,149.99,Open,GBR,,,,,No,No
CS15,Chilcott Bommie,-16.92,150.01,Open,GBR,,,,,No,No
CS16,Chilcott NE,-16.92,150.01,Open,GBR,,,,,No,No
CS17,SW South West Islet,-16.97,149.9,Open,GBR,,,,,No,No
CS18,South West Islet Bommie,-16.96,149.91,Open,GBR,,,,,No,No
CS8,Carola Cay,-19.1,152.39,Open,GBR,,,,,No,No
CS5,Paget Cay South East,-19.25,152.35,Open,GBR,,,,,No,No
CS9,NE Herald Cay NE,-16.92,149.2,Open,GBR,,,,,No,No
VAN1,Tranquility Reef,-17.56,168.23,Open,GBR,,,,,No,No
CS29,Shag Rock,-22.17,155.48,Open,GBR,,,,,No,No
CS30,Booby Rock,-22.17,155.47,Open,GBR,,,,,No,No
CS31,Bird Lagoon,-22.18,155.47,Open,GBR,,,,,No,No
CS32,Bird Reef Hole,-22.17,155.48,Open,GBR,,,,,No,No
CS33,Bird North Bommie,-22.16,155.45,Open,GBR,,,,,No,No
CS34,Bird Inner West,-22.17,155.45,Open,GBR,,,,,No,No
CS35,Bird NW Bommie,-22.17,155.45,Open,GBR,,,,,No,No
CS36,Porpoise North,-22.19,155.36,Open,GBR,,,,,No,No
CS37,Porpoise NE,-22.19,155.37,Open,GBR,,,,,No,No
CS38,Porpoise Anchorage,-22.19,155.36,Open,GBR,,,,,No,No
CS39,Porpoise Lagoon,-22.19,155.36,Open,GBR,,,,,No,No
CS46,Saumarez SW Islet,-21.85,153.52,Open,GBR,,,,,No,No
CS47,Saumarez egg seasnake,-21.9,153.54,Open,GBR,,,,,No,No
CS48,Saumarez SW reef cay,-21.9,153.54,Open,GBR,,,,,No,No
CS50,Saumarez SW,-21.92,153.58,Open,GBR,,,,,No,No
CS40,Wreck Reef NE,-22.2,155.3,Open,GBR,,,,,No,No
CS51,Saumarez stripe seasnake,-21.92,153.59,Open,GBR,,,,,No,No
CS52,Kenn Reef anchorage bommie,-21.26,155.75,Open,GBR,,,,,No,No
CS53,Kenn Break,-21.26,155.76,Open,GBR,,,,,No,No
CS54,Kenn Reef bommie,-21.25,155.76,Open,GBR,,,,,No,No
CS55,Kenn Labyrinth,-21.25,155.76,Open,GBR,,,,,No,No
CS56,Kenn Reef rubble,-21.25,155.76,Open,GBR,,,,,No,No
CS57,Kenn Cave,-21.25,155.76,Open,GBR,,,,,No,No
CS58,Kenn Reef North Cay bommie,-21.2,155.77,Open,GBR,,,,,No,No
CS41,Wreck North,-22.2,155.29,Open,GBR,,,,,No,No
CS59,Kenn Twin Bommies,-21.2,155.77,Open,GBR,,,,,No,No
CS60,Kenn Reef North Cay,-21.2,155.77,Open,GBR,,,,,No,No
CS42,Hilton Pool,-22.19,155.18,Open,GBR,,,,,No,No
CS43,West Islet Passage,-22.19,155.17,Open,GBR,,,,,No,No
CS44,NW Wreck Reef,-22.18,155.16,Open,GBR,,,,,No,No
CS66,Frederick Split Rocks,-21.01,154.39,Open,GBR,,,,,No,No
CS67,Frederick Bosom,-21.01,154.38,Open,GBR,,,,,No,No
CS45,North Wreck Reef,-22.18,155.18,Open,GBR,,,,,No,No
CS68,Frederick Ridge Rock,-20.98,154.35,Open,GBR,,,,,No,No
CS69,Fredrick Reef SW,-20.99,154.35,Open,GBR,,,,,No,No
CS70,Frederick Leo,-21,154.36,Open,GBR,,,,,No,No
CS71,Quay West Bommie,-21.02,154.37,Open,GBR,,,,,No,No
CS61,Kenn Reef Pipeline,-21.21,155.77,Open,GBR,,,,,No,No
CS72,Fredrick Observatory Cay,-21.02,154.37,Open,GBR,,,,,No,No
CS73,North Fredrick Bommie,-20.94,154.4,Open,GBR,,,,,No,No
CS74,Frederick Lighthouse,-20.94,154.4,Open,GBR,,,,,No,No
CS79,Mellish SW,-17.43,155.85,Open,GBR,,,,,No,No
CS80,Mellish Grouper Cave,-17.42,155.86,Open,GBR,,,,,No,No
CS62,Fredrick Reef north bommie,-20.98,154.39,Open,GBR,,,,,No,No
CS81,Mellish lagoon entrance,-17.41,155.86,Open,GBR,,,,,No,No
CS82,Mellish Crossroads Bommie,-17.41,155.86,Open,GBR,,,,,No,No
CS83,Mellish lagoon east,-17.39,155.88,Open,GBR,,,,,No,No
CS84,Mellish overflow,-17.39,155.86,Open,GBR,,,,,No,No
CS85,Mellish Drainholes,-17.39,155.86,Open,GBR,,,,,No,No
CS63,Frederick Passage,-21,154.39,Open,GBR,,,,,No,No
CS86,Mellish Grassland,-17.39,155.86,Open,GBR,,,,,No,No
CS87,Mellish bommie,-17.39,155.86,Open,GBR,,,,,No,No
CS88,Mellish NW Dungeons,-17.38,155.85,Open,GBR,,,,,No,No
CS75,Mellish Herald Beacon Cay East,-17.4,155.86,Open,GBR,,,,,No,No
CS76,Mellish Lion Rock,-17.4,155.87,Open,GBR,,,,,No,No
CS64,Fredrick Central Bommie,-21,154.39,Open,GBR,,,,,No,No
CS77,Mellish dropoff,-17.42,155.85,Open,GBR,,,,,No,No
CS78,Mellish Wall,-17.42,155.85,Open,GBR,,,,,No,No
CS89,Lihou Cay bommie,-17.11,152.08,Open,GBR,,,,,No,No
CS90,Lihou Shark Wall,-17.12,152.07,Open,GBR,,,,,No,No
CS65,Fredrick central reef,-21.01,154.39,Open,GBR,,,,,No,No
CS92,Lihou Staircase,-17.13,152.08,Open,GBR,,,,,No,No
CS93,Lihou Gardens,-17.13,152.08,Open,GBR,,,,,No,No
CS94,Lihou Turtle Islet,-17.12,152,Open,GBR,,,,,No,No
CS170,Lihou Turtle Islet SW,-17.12,152,Open,GBR,,,,,No,No
CS95,Turtle Marathon,-17.12,152,Open,GBR,,,,,No,No
CS96,Lihou outer bank,-17.11,151.96,Open,GBR,,,,,No,No
CS97,Lihou Flatlands,-17.11,151.96,Open,GBR,,,,,No,No
CS98,Lihou Kingy,-17.11,151.84,Open,GBR,,,,,No,No
CS99,Lihou Ribbon Cay,-17.11,151.84,Open,GBR,,,,,No,No
CS105,Central Diamond Islet,-17.45,150.95,Open,GBR,,,,,No,No
CS106,Central Diamond Islet Bald Bommie,-17.45,150.95,Open,GBR,,,,,No,No
CS107,South Diamond Islet,-17.66,150.82,Open,GBR,,,,,No,No
CS100,Lihou west,-17.36,151.53,Open,GBR,,,,,No,No
CS108,South Dimond Milky,-17.66,150.83,Open,GBR,,,,,No,No
CS91,Lihou North east,-17.12,152.07,Open,GBR,,,,,No,No
CS111,Tregrosse Outlier Reef,-17.71,150.73,Open,GBR,,,,,No,No
CS112,Tregrosse Reef Cricket Pitch,-17.77,150.63,Open,GBR,,,,,No,No
CS113,Tregosse Reef,-17.77,150.63,Open,GBR,,,,,No,No
CS101,Diamond Cay Islet,-17.41,151.07,Open,GBR,,,,,No,No
CS114,Tregrosse Abundance,-17.77,150.63,Open,GBR,,,,,No,No
CS104,East Diamond Islet Tower,-17.43,151.07,Open,GBR,,,,,No,No
CS116,Abington Reef Dark Gutter,-18.07,149.61,Open,GBR,,,,,No,No
CS117,Abington Reef central,-18.07,149.61,Open,GBR,,,,,No,No
CS118,Abington Reef Passage,-18.07,149.61,Open,GBR,,,,,No,No
CS109,South Diamond Islet Swim Through,-17.66,150.82,Open,GBR,,,,,No,No
CS102,East Diamond Islet NW,-17.42,151.07,Open,GBR,,,,,No,No
CS110,Tregrosse Outlier Reef Down,-17.71,150.74,Open,GBR,,,,,No,No
CS124,Flinders Reef Bommie,-17.83,148.5,Open,GBR,,,,,No,No
CS125,Flinders S Cay Bommie,-17.71,148.44,Open,GBR,,,,,No,No
CS126,Flinders Ribbon Reef South Cay,-17.72,148.44,Open,GBR,,,,,No,No
CS127,Flinders Ribbon Reef South Cay SW,-17.72,148.44,Open,GBR,,,,,No,No
CS128,Flinders Cay Storm Bommie,-17.71,148.46,Open,GBR,,,,,No,No
CS103,East Diamond Islet lagoon,-17.44,151.07,Open,GBR,,,,,No,No
CS129,Flinders Ribbon Reef South Cay E bommie,-17.7,148.46,Open,GBR,,,,,No,No
CS130,Chilcott Islet bommie,-16.93,150,Open,GBR,,,,,No,No
CS119,Abington Reef SW point,-18.07,149.62,Open,GBR,,,,,No,No
CS120,Flinders Reef Entrance,-17.86,148.47,Open,GBR,,,,,No,No
CS121,South Flinders Horseshoe SW,-17.86,148.47,Open,GBR,,,,,No,No
CS122,South Flinders Horseshoe centre,-17.88,148.51,Open,GBR,,,,,No,No
CS123,South Flinders Horseshoe NW,-17.83,148.51,Open,GBR,,,,,No,No
CS131,Chilcott Islet Haven,-16.93,150,Open,GBR,,,,,No,No
CS132,Chilcott Islet SW inner reef,-16.93,149.99,Open,GBR,,,,,No,No
CS136,Magdelaine Islet South,-16.61,150.33,Open,GBR,,,,,No,No
CS133,Chilcott Islet SW outer reef,-16.93,149.99,Open,GBR,,,,,No,No
CS137,Magdelaine Islet point,-16.6,150.33,Open,GBR,,,,,No,No
CS134,Chilcott Islet inshore reef,-16.94,150,Open,GBR,,,,,No,No
CS142,South Willis Islet bommie,-16.3,149.96,Open,GBR,,,,,No,No
CS143,South Willis islet south,-16.3,149.96,Open,GBR,,,,,No,No
CS144,Willis Islet Dark Wall,-16.29,149.96,Open,GBR,,,,,No,No
CS138,Magdelaine Islet inner reef north,-16.6,150.34,Open,GBR,,,,,No,No
CS145,South Willis islet anchorage bommie,-16.29,149.96,Open,GBR,,,,,No,No
CS146,Holmes South Cay Inner Reef,-16.5,147.84,Open,GBR,,,,,No,No
CS139,Magdelaine Cay SW,-16.53,150.27,Open,GBR,,,,,No,No
CS135,Magdelaine Cays Rip Bommie,-16.59,150.33,Open,GBR,,,,,No,No
CS148,Holmes South Cay South Reef,-16.51,147.84,Open,GBR,,,,,No,No
CS149,Holmes South Cay South Inner Reef,-16.5,147.84,Open,GBR,,,,,No,No
CS150,Holmes Reef South Cay Swim through,-16.49,147.85,Open,GBR,,,,,No,No
CS140,Magdelaine Cay gulch,-16.53,150.27,Open,GBR,,,,,No,No
CS151,Holmes N Cay anchorage,-16.48,147.87,Open,GBR,,,,,No,No
CS152,Holmes N Cay bommie,-16.47,147.86,Open,GBR,,,,,No,No
GBR265,Swains SE,-22.37,152.55,Open,GBR,,,,,No,No
CS141,Magdelaine Reef Cruise Ship,-16.52,150.28,Open,GBR,,,,,No,No
GBR153,Yongala wreck,-19.3,147.63,Open,GBR,,,,,No,No
CS147,Holmes Reef Cay Buoy Wall,-16.51,147.84,Open,GBR,,,,,No,No
CS155,Osprey Pass South,-13.89,146.55,Open,GBR,,,,,No,No
GBR236,"Iris Reef, Stainer Island",-13.96,143.84,Open,GBR,,,,,No,No
GBR235,"Iris Reef Beacon, Stainer Island",-13.96,143.84,Open,GBR,,,,,No,No
CS159,Osprey Admiralties,-13.85,146.57,Open,GBR,,,,,No,No
GBR237,Eel Reef North,-12.4,143.37,Open,GBR,,,,,No,No
GBR238,Moody Reef W,-12.1,143.26,Open,GBR,,,,,No,No
GBR240,Moody Reef Beacon SW,-12.09,143.26,Open,GBR,,,,,No,No
CS154,Inside Osprey NE,-13.85,146.63,Open,GBR,,,,,No,No
CS156,Osprey Pass,-13.88,146.56,Open,GBR,,,,,No,No
CS157,Osprey Pass Channel,-13.9,146.56,Open,GBR,,,,,No,No
CS158,Osprey Castle,-13.87,146.58,Open,GBR,,,,,No,No
CS153,Inner Osprey East,-13.86,146.62,Open,GBR,,,,,No,No
GBR239,Moody Reef NW,-12.09,143.25,Open,GBR,,,,,No,No
GBR241,Moody Reef NW2,-12.08,143.25,Open,GBR,,,,,No,No
GBR23,Pine Island1,-20.38,148.89,Open,GBR,,,,,No,No
GBR24,Hook Reef Passage,-19.81,149.13,Open,GBR,,,,,No,No
GBR25,Hook Reef1,-19.81,149.14,Open,GBR,,,,,No,No
GBR26,Bait Reef1,-19.79,149.07,Open,GBR,,,,,No,No
GBR27,Bait Reef2,-19.8,149.08,Open,GBR,,,,,No,No
GBR28,Pelorus and Orpheus Islands West1,-18.57,146.48,Open,GBR,,,,,No,No
GBR29,Adelaide Reef,-17.66,146.46,Open,GBR,,,,,No,No
GBR30,Nathan Reef Bommie1,-17.52,146.5,Open,GBR,,,,,No,No
GBR31,Nathan Reef Bommie2,-17.52,146.5,Open,GBR,,,,,No,No
GBR32,Nathan Reef,-17.52,146.5,Open,GBR,,,,,No,No
GBR34,Fitzroy Island West 1 AIMS,-16.92,146,Open,GBR,,,,,No,No
GBR39,Cod Hole,-14.66,145.66,Open,GBR,,,,,No,No
CS178,Osprey South reef flat,-13.99,146.69,Open,GBR,,,,,No,No
CS179,Osprey south bommie,-13.98,146.68,Open,GBR,,,,,No,No
CS175,Bougainville Reef point,-15.49,147.09,Open,GBR,,,,,No,No
CS176,Bougainville Reef inlet,-15.48,147.1,Open,GBR,,,,,No,No
GBR36,Egmont Reef,-16.52,145.54,Open,GBR,,,,,No,No
CS182,Osprey Lagoon entrance bommie,-13.89,146.57,Open,GBR,,,,,No,No
GBR41,Tydeman Cay anchorage,-13.98,144.5,Open,GBR,,,,,No,No
GBR40,Tydeman Reef North West,-13.97,144.5,Open,GBR,,,,,No,No
CS184,Osprey Reef North Horn,-13.8,146.55,Open,GBR,,,,,No,No
GBR43,Wilson Reef SW,-13.96,144.38,Open,GBR,,,,,No,No
GBR33,Fitzroy Island Anchorage,-16.93,145.98,Open,GBR,,,,,No,No
GBR35,Fitzroy Island West 2 AIMS,-16.92,146,Open,GBR,,,,,No,No
CS171,Bougainville Reef southwest,-15.49,147.09,Open,GBR,,,,,No,No
GBR37,Wentworth Reef,-16.52,145.53,Open,GBR,,,,,No,No
CS174,Bougainville Reef Lagoon East,-15.48,147.11,Open,GBR,,,,,No,No
CS177,Osprey Reef Lagoon South,-13.99,146.69,Open,GBR,,,,,No,No
CS183,Osprey Lagoon Entrance NW Bommie,-13.89,146.57,Open,GBR,,,,,No,No
CS180,Osprey S W Bommie,-13.97,146.67,Open,GBR,,,,,No,No
GBR42,Tydeman Rf W,-13.98,144.5,Open,GBR,,,,,No,No
CS181,Osprey S E Lagoon,-13.97,146.68,Open,GBR,,,,,No,No
GBR44,Wilson Reef Lagoon,-13.96,144.39,Open,GBR,,,,,No,No
GBR45,Forbes Island west boulders,-12.29,143.4,Open,GBR,,,,,No,No
GBR46,Forbes Island NE,-12.28,143.41,Open,GBR,,,,,No,No
GBR47,Forbes Island bommie,-12.28,143.41,Open,GBR,,,,,No,No
CS172,Bougainville Reef W central,-15.48,147.1,Open,GBR,,,,,No,No
CS186,Ashmore South bommie,-10.43,144.45,Open,GBR,,,,,No,No
CS187,Ashmore South lagoon shore,-10.44,144.45,Open,GBR,,,,,No,No
CS190,Ashmore Reef lagoon east entrance,-10.3,144.52,Open,GBR,,,,,No,No
CS194,Boot Reef lagoon bommie,-10.03,144.7,Open,GBR,,,,,No,No
CS192,Ashmore reef SW anchorage,-10.38,144.53,Open,GBR,,,,,No,No
CS173,Bougainville Reef lagoon,-15.49,147.11,Open,GBR,,,,,No,No
CS195,Ashmore North East Entrance,-10.22,144.6,Open,GBR,,,,,No,No
CS196,Ashmore NE entrance bommie,-10.22,144.59,Open,GBR,,,,,No,No
TS6,Yule Passage,-10.38,143.93,Open,GBR,,,,,No,No
TS7,Seven Reefs east,-10.29,143.72,Open,GBR,,,,,No,No
CS199,Ashmore NW Wall,-10.14,144.44,Open,GBR,,,,,No,No
CS200,Ashmore Reef NW slope,-10.12,144.46,Open,GBR,,,,,No,No
CS201,Ashmore Reef NNW point,-10.08,144.47,Open,GBR,,,,,No,No
CS185,Ashmore reef lagoon South,-10.45,144.45,Open,GBR,,,,,No,No
GBR48,Forbes Island Bommie West,-12.28,143.4,Open,GBR,,,,,No,No
GBR49,Forbes Island Isthmus Rf,-12.29,143.4,Open,GBR,,,,,No,No
CS188,Ashmore Rf Lagoon Bommie SW,-10.44,144.43,Open,GBR,,,,,No,No
CS189,Ashmore Rf Lagoon SW,-10.45,144.43,Open,GBR,,,,,No,No
CS191,Ashmore Rf Lagoon East Bommie,-10.37,144.53,Open,GBR,,,,,No,No
CS193,Boot Rf Wall,-10.04,144.69,Open,GBR,,,,,No,No
CS197,Ashmore NE Bommie,-10.23,144.59,Open,GBR,,,,,No,No
CS198,Ashmore NE Lagoon,-10.23,144.59,Open,GBR,,,,,No,No
TS8,Seven Reefs Anchorage,-10.29,143.71,Open,GBR,,,,,No,No
TS9,Nagir Islet W,-10.25,142.47,Open,GBR,,,,,No,No
TS10,Nagir Islet NW,-10.25,142.48,Open,GBR,,,,,No,No
TS27,Mourilyan Reef,-9.79,142.63,Open,GBR,,,,,No,No
TS23,Bourke Islet W,-9.88,143.48,Open,GBR,,,,,No,No
TS24,Bourke Islet NW,-9.88,143.49,Open,GBR,,,,,No,No
TS25,Hannah Banks SW,-9.86,143.59,Open,GBR,,,,,No,No
TS26,Hannah Bank E,-9.86,143.6,Open,GBR,,,,,No,No
CS202,Ashmore Reef NW,-10.07,144.52,Open,GBR,,,,,No,No
CS203,Boot Rock W,-10.11,144.68,Open,GBR,,,,,No,No
CS204,Boot Rock NW,-10.11,144.69,Open,GBR,,,,,No,No
CS205,Boot Reef NW Point,-9.99,144.68,Open,GBR,,,,,No,No
CS206,Boot Reef Birds,-9.97,144.69,Open,GBR,,,,,No,No
CS207,Boot Reef Longiceps Point,-9.97,144.69,Open,GBR,,,,,No,No
CS208,Boot Reef Lagoon E,-9.99,144.69,Open,GBR,,,,,No,No
CS209,Boot Reef Lagoon W,-9.97,144.69,Open,GBR,,,,,No,No
CS210,Boot Reef South Point,-10.04,144.69,Open,GBR,,,,,No,No
CS211,Kate's Garden,-10.14,144.58,Open,GBR,,,,,No,No
CS212,Ashmore Reef NE bommy,-10.15,144.57,Open,GBR,,,,,No,No
CS213,Ashmore Reef NE passage,-10.15,144.58,Open,GBR,,,,,No,No
CS214,Gnathodentex Gulch,-10.14,144.57,Open,GBR,,,,,No,No
CS215,Genicanthus Reef,-10.23,144.41,Open,GBR,,,,,No,No
CS216,Genicanthus Reef NE,-10.23,144.41,Open,GBR,,,,,No,No
CS217,Naso Rock,-10.24,144.41,Open,GBR,,,,,No,No
CS218,Ctenochaetus Reef,-10.19,144.41,Open,GBR,,,,,No,No
TS20,Murray Channel,-9.96,144.15,Open,GBR,,,,,No,No
TS18,Mer Passage,-9.96,144.15,Open,GBR,,,,,No,No
TS19,Mer Slope,-9.96,144.16,Open,GBR,,,,,No,No
TS17,Mer Outer Reef,-9.97,144.15,Open,GBR,,,,,No,No
TS21,Waier Island,-9.95,144.03,Open,GBR,,,,,No,No
TS22,Dowar Island SW,-9.94,144.02,Open,GBR,,,,,No,No
TS16,Maze Lagoon Bommy,-10.06,143.84,Open,GBR,,,,,No,No
TS15,Maze Lagoon Reef,-10.06,143.84,Open,GBR,,,,,No,No
TS14,Round Maze,-10.06,143.88,Open,GBR,,,,,No,No
TS5,Dugong Island Anchorage,-10.52,143.09,Open,GBR,,,,,No,No
TS4,Dugong Island,-10.52,143.09,Open,GBR,,,,,No,No
TS12,The Maze Channel,-10.07,143.87,Open,GBR,,,,,No,No
