FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6375,912345792,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT50,Bonner Rocks NW,-12.06,136.61,5/11/2015,6,RLS,12,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Parioglossus interruptus,Parioglossus interruptus,5,100,104.1913,POINT (136.61000061035156 -12.0600004196167)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6374,912345792,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT50,Bonner Rocks NW,-12.06,136.61,5/11/2015,6,RLS,12,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Parioglossus interruptus,Parioglossus interruptus,7.5,20,73.8357,POINT (136.61000061035156 -12.0600004196167)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6373,912345792,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT50,Bonner Rocks NW,-12.06,136.61,5/11/2015,6,RLS,12,12:00:00,,,0,,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon obesus,Triaenodon obesus,75,1,1938.9486,POINT (136.61000061035156 -12.0600004196167)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6372,912345793,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT51,Bremer Island west,-12.11,136.79,6/11/2015,2,RLS,5,16:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Labridae,Choerodon vitta,Choerodon vitta,30,2,858.6072,POINT (136.7899932861328 -12.109999656677246)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6371,912345793,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT51,Bremer Island west,-12.11,136.79,6/11/2015,2,RLS,5,16:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion ocellaris,Amphiprion ocellaris,5,2,5.2073,POINT (136.7899932861328 -12.109999656677246)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6370,912345793,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT51,Bremer Island west,-12.11,136.79,6/11/2015,2,RLS,5,16:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion rubrocinctus,Amphiprion rubrocinctus,7.5,2,17.8619,POINT (136.7899932861328 -12.109999656677246)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-636f,912345793,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT51,Bremer Island west,-12.11,136.79,6/11/2015,2,RLS,5,16:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Pomacentridae,Cheiloprion labiatus,Cheiloprion labiatus,5,1,4.7256,POINT (136.7899932861328 -12.109999656677246)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-636e,912345793,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT51,Bremer Island west,-12.11,136.79,6/11/2015,2,RLS,5,16:00:00,,,0,,Chordata,Actinopterygii,Siluriformes,Plotosidae,Paraplotosus butleri,Paraplotosus butleri,30,1,163.0879,POINT (136.7899932861328 -12.109999656677246)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-636d,912345793,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT51,Bremer Island west,-12.11,136.79,6/11/2015,2,RLS,5,16:00:00,,,0,,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Anoplocapros lenticularis,Anoplocapros lenticularis,25,1,396.9038,POINT (136.7899932861328 -12.109999656677246)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-636c,912345794,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT51,Bremer Island west,-12.11,136.79,6/11/2015,1.5,RLS,8,16:00:00,,,0,,Mollusca,Gastropoda,Neogastropoda,Volutidae,Melo amphora,Melo amphora,0,1,,POINT (136.7899932861328 -12.109999656677246)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-636b,912345795,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT52,Dudley Island SE,-12.89,136.73,7/11/2015,5,RLS,5,9:00:00,,,0,,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus versicolor,Panulirus versicolor,15,1,,POINT (136.72999572753906 -12.890000343322754)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-636a,912345795,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT52,Dudley Island SE,-12.89,136.73,7/11/2015,5,RLS,5,9:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Scaridae,Chlorurus microrhinos,Chlorurus microrhinos,50,1,1743.9315,POINT (136.72999572753906 -12.890000343322754)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6369,912345799,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,7/11/2015,5,RLS,6,12:00:00,,,0,,Chordata,Actinopterygii,Gonorynchiformes,Chanidae,Chanos chanos,Chanos chanos,50,2,2084.8215,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6368,912345799,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,7/11/2015,5,RLS,6,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx ignobilis,Caranx ignobilis,62.5,2,5781.638,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6367,912345799,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,7/11/2015,5,RLS,6,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Ephippidae,Platax orbicularis,Platax orbicularis,40,1,1353.3557,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6366,912345799,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,7/11/2015,5,RLS,6,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Labridae,Anampses lennardi,Anampses lennardi,25,1,396.9038,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6365,912345799,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,7/11/2015,5,RLS,6,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Cromileptes altivelis,Serranid spp.,50,1,1325.19,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6364,912345799,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,7/11/2015,5,RLS,6,12:00:00,,,0,,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus amblyrhynchos,Carcharhinus amblyrhynchos,75,1,2867.9153,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6363,912345799,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,7/11/2015,5,RLS,6,12:00:00,,,0,,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus amblyrhynchos,Carcharhinus amblyrhynchos,87.5,1,4643.321,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6362,912345801,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT55,Brady Rock,-13.68,136.45,8/11/2015,8,RLS,5,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Carangidae,Gnathanodon speciosus,Gnathanodon speciosus,5,6,16.2734,POINT (136.4499969482422 -13.680000305175781)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6361,912345801,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT55,Brady Rock,-13.68,136.45,8/11/2015,8,RLS,5,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus lanceolatus,Epinephelus lanceolatus,137.5,1,28410.645,POINT (136.4499969482422 -13.680000305175781)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6360,912345802,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT55,Brady Rock,-13.68,136.45,8/11/2015,10,RLS,5,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Parioglossus interruptus,Parioglossus interruptus,5,100,104.1913,POINT (136.4499969482422 -13.680000305175781)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-635f,912345803,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT56,Cape Beatrice SW,-14.31,136.89,11/11/2015,4.5,RLS,5,10:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,7.5,1,3.6918,POINT (136.88999938964844 -14.3100004196167)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-635e,912345805,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT57,Cape Beatrice South,-14.31,136.89,11/11/2015,3,RLS,8,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena barracuda,Sphyraena barracuda,62.5,1,1218.5038,POINT (136.88999938964844 -14.3100004196167)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-635d,912345809,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT59,Cape Beatrice Islet West,-14.35,136.94,11/11/2015,7,RLS,7,13:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Parioglossus interruptus,Parioglossus interruptus,2.5,114,13.6623,POINT (136.94000244140625 -14.350000381469727)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-635c,912345816,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC7,Steves Bommie,-16.29,139.42,14/11/2015,10,RLS,10,14:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,5,6,6.2515,POINT (139.4199981689453 -16.290000915527344)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-635b,912345818,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC9,Manowar Island,-16.23,139.25,14/11/2015,5,RLS,12,7:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,5,8,8.3353,POINT (139.25 -16.229999542236328)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-635a,912345819,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC9,Manowar Island,-16.23,139.25,14/11/2015,4.5,RLS,12,7:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,7.5,10,36.9178,POINT (139.25 -16.229999542236328)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6359,912345820,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC8,Glasseye Reef,-16.24,139.6,15/11/2015,14,RLS,7,7:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Parioglossus interruptus,Parioglossus interruptus,2.5,114,13.6623,POINT (139.60000610351562 -16.239999771118164)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6358,912345821,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC8,Glasseye Reef,-16.24,139.6,15/11/2015,12.5,RLS,6,7:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,7.5,2,7.3836,POINT (139.60000610351562 -16.239999771118164)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6357,912345821,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC8,Glasseye Reef,-16.24,139.6,15/11/2015,12.5,RLS,6,7:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,10,2,18.1165,POINT (139.60000610351562 -16.239999771118164)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6356,912345822,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,20,RLS,6,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,5,2,2.0838,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6355,912345822,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,20,RLS,6,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,5,3,3.1257,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6354,912345823,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,21,RLS,7,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,10,2,18.1165,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6353,912345823,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,21,RLS,7,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,125,1,23910.01,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6352,912345823,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,21,RLS,7,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,137.5,1,31953.18,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6351,912345823,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC12,Carpentaria Reef SW,-15.52,140.12,16/11/2015,21,RLS,7,8:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,150,1,41731.637,POINT (140.1199951171875 -15.520000457763672)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6350,912345825,Australia,Queensland,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,GC13,Carpentaria Reef,-15.45,140.18,16/11/2015,20,RLS,6,12:00:00,,,0,,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus malabaricus,Epinephelus malabaricus,125,2,47820.02,POINT (140.17999267578125 -15.449999809265137)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634f,923400449,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT54,Dudley Rock,-12.88,136.71,5/11/2021,5,RLS,12,13:00:00,,,0,2,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,2.5,8,0.9588,POINT (136.7100067138672 -12.880000114440918)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634e,923400490,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT63,Arafura Shoal,-11.23,134.75,1/11/2021,9.5,RLS,15,11:00:00,,,0,1,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,2.5,6,0.7191,POINT (134.75 -11.229999542236328)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634d,923400490,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Carpentaria,NT63,Arafura Shoal,-11.23,134.75,1/11/2021,9.5,RLS,15,11:00:00,,,0,2,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris microlepis,Ptereleotris microlepis,2.5,6,0.7191,POINT (134.75 -11.229999542236328)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634c,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Chordata,Actinopterygii,Siluriformes,Plotosidae,Plotosus lineatus,Plotosus lineatus,10,20,313.6837,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634b,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Chordata,Actinopterygii,Siluriformes,Plotosidae,Plotosus lineatus,Plotosus lineatus,12.5,80,2505.9531,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-634a,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Echinodermata,Asteroidea,Spinulosida,Acanthasteridae,Acanthaster planci,Acanthaster planci,20,1,,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6349,923400605,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT40,Truant Bank SW,-11.65,136.91,2/9/2021,17,RLS,6,9:00:00,,,0,0,Echinodermata,Asteroidea,Spinulosida,Acanthasteridae,Acanthaster planci,Acanthaster planci,25,4,,POINT (136.91000366210938 -11.649999618530273)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6348,923400629,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Arnhem,NT31,Arnhem CMR Gadgets Reef West,-11.3,133.8,5/9/2021,13,RLS,11,15:00:00,,,0,0,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus versicolor,Panulirus versicolor,15,2,,POINT (133.8000030517578 -11.300000190734863)
ep_m0_off_transect_sighting_public_data.fid--462e4c35_197a05f666f_-6347,923400635,Australia,Northern Territory,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,Wessel,NT41,Truant Bank SE,-11.63,136.93,2/9/2021,13,RLS,14,7:30:00,,,0,2,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus amblyrhynchos,Carcharhinus amblyrhynchos,137.5,1,19176.234,POINT (136.92999267578125 -11.630000114440918)